danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,clusters,track.name,name,song_id,type,id,uri,track_href,analysis_url
0.446,0.963,9,-4.339,1,0.074,0.00054,0.00249,0.165,0.789,162.783,229080,4,1,get what you want,operator please,3zoUNb2P4ylwu0H55dNLMZ,audio_features,3zoUNb2P4ylwu0H55dNLMZ,spotify:track:3zoUNb2P4ylwu0H55dNLMZ,https://api.spotify.com/v1/tracks/3zoUNb2P4ylwu0H55dNLMZ,https://api.spotify.com/v1/audio-analysis/3zoUNb2P4ylwu0H55dNLMZ
0.529,0.947,1,-5.275,1,0.0312,0.000114,0.466,0.202,0.606,130.009,290016,4,7,sommer,housemeister,1fzPPAReswCDBKkZNywhOD,audio_features,1fzPPAReswCDBKkZNywhOD,spotify:track:1fzPPAReswCDBKkZNywhOD,https://api.spotify.com/v1/tracks/1fzPPAReswCDBKkZNywhOD,https://api.spotify.com/v1/audio-analysis/1fzPPAReswCDBKkZNywhOD
0.714,0.975,7,-3.227,1,0.0684,0.0466,0.0101,0.105,0.594,100.047,175267,4,7,umbilical noose,dandi wind,55tYJTdLsH6peMDe4WQ1Cx,audio_features,55tYJTdLsH6peMDe4WQ1Cx,spotify:track:55tYJTdLsH6peMDe4WQ1Cx,https://api.spotify.com/v1/tracks/55tYJTdLsH6peMDe4WQ1Cx,https://api.spotify.com/v1/audio-analysis/55tYJTdLsH6peMDe4WQ1Cx
0.443,0.95,4,-4.232,0,0.0489,3e-05,0.738,0.121,0.228,159.891,165573,4,1,eastenders,we smoke fags,3Fyw9KDxuPi5Dd3T6vpW9Z,audio_features,3Fyw9KDxuPi5Dd3T6vpW9Z,spotify:track:3Fyw9KDxuPi5Dd3T6vpW9Z,https://api.spotify.com/v1/tracks/3Fyw9KDxuPi5Dd3T6vpW9Z,https://api.spotify.com/v1/audio-analysis/3Fyw9KDxuPi5Dd3T6vpW9Z
0.564,0.912,9,-4.602,0,0.048,0.13,0.0,0.0689,0.574,107.038,254670,4,8,my mates say,the bulletproof bomb,3Irx8HkeoKVDfJpD8kTkhK,audio_features,3Irx8HkeoKVDfJpD8kTkhK,spotify:track:3Irx8HkeoKVDfJpD8kTkhK,https://api.spotify.com/v1/tracks/3Irx8HkeoKVDfJpD8kTkhK,https://api.spotify.com/v1/audio-analysis/3Irx8HkeoKVDfJpD8kTkhK
0.536,0.885,9,-4.9,1,0.0408,0.0125,0.0,0.0985,0.437,135.49,242360,4,1,borders,the sunshine underground,02361EnoHJ05xGEi1VDcpR,audio_features,02361EnoHJ05xGEi1VDcpR,spotify:track:02361EnoHJ05xGEi1VDcpR,https://api.spotify.com/v1/tracks/02361EnoHJ05xGEi1VDcpR,https://api.spotify.com/v1/audio-analysis/02361EnoHJ05xGEi1VDcpR
0.572,0.485,0,-10.267,1,0.367,0.63,0.0415,0.121,0.429,125.951,232053,4,2,next to you,bumblebeez,2COSwlbGMT62JThJaXNT2X,audio_features,2COSwlbGMT62JThJaXNT2X,spotify:track:2COSwlbGMT62JThJaXNT2X,https://api.spotify.com/v1/tracks/2COSwlbGMT62JThJaXNT2X,https://api.spotify.com/v1/audio-analysis/2COSwlbGMT62JThJaXNT2X
0.572,0.485,0,-10.267,1,0.367,0.63,0.0415,0.121,0.429,125.951,232053,4,2,next to you,maria,2COSwlbGMT62JThJaXNT2X,audio_features,2COSwlbGMT62JThJaXNT2X,spotify:track:2COSwlbGMT62JThJaXNT2X,https://api.spotify.com/v1/tracks/2COSwlbGMT62JThJaXNT2X,https://api.spotify.com/v1/audio-analysis/2COSwlbGMT62JThJaXNT2X
0.626,0.754,3,-5.53,1,0.0464,0.00968,0.0,0.122,0.781,103.023,158680,4,7,lala,kids of 88,4xLIQkUxLN3OTZ4jupA1OH,audio_features,4xLIQkUxLN3OTZ4jupA1OH,spotify:track:4xLIQkUxLN3OTZ4jupA1OH,https://api.spotify.com/v1/tracks/4xLIQkUxLN3OTZ4jupA1OH,https://api.spotify.com/v1/audio-analysis/4xLIQkUxLN3OTZ4jupA1OH
0.271,0.878,1,-4.702,0,0.269,0.017,0.000436,0.0636,0.647,168.269,239647,5,2,rave dave,trash fashion,3Z4Y96muSC6vX33PqekvLY,audio_features,3Z4Y96muSC6vX33PqekvLY,spotify:track:3Z4Y96muSC6vX33PqekvLY,https://api.spotify.com/v1/tracks/3Z4Y96muSC6vX33PqekvLY,https://api.spotify.com/v1/audio-analysis/3Z4Y96muSC6vX33PqekvLY
0.439,0.657,9,-7.77,0,0.0292,0.000492,0.163,0.109,0.411,149.409,332133,4,8,joke,chastity belt,2sOFb3iokT8caudADc3ZnN,audio_features,2sOFb3iokT8caudADc3ZnN,spotify:track:2sOFb3iokT8caudADc3ZnN,https://api.spotify.com/v1/tracks/2sOFb3iokT8caudADc3ZnN,https://api.spotify.com/v1/audio-analysis/2sOFb3iokT8caudADc3ZnN
0.654,0.706,0,-5.817,1,0.0301,0.00881,0.000905,0.111,0.898,99.981,111747,4,7,yeah!,pet tigers,6glJXNEQJWiQzjaMn1vyVY,audio_features,6glJXNEQJWiQzjaMn1vyVY,spotify:track:6glJXNEQJWiQzjaMn1vyVY,https://api.spotify.com/v1/tracks/6glJXNEQJWiQzjaMn1vyVY,https://api.spotify.com/v1/audio-analysis/6glJXNEQJWiQzjaMn1vyVY
0.524,0.651,9,-7.775,0,0.0377,0.00128,0.0358,0.141,0.0674,120.032,215811,4,4,the passenger,hunter as a horse,4hblkx8zM4Nr0BFFQEdKWz,audio_features,4hblkx8zM4Nr0BFFQEdKWz,spotify:track:4hblkx8zM4Nr0BFFQEdKWz,https://api.spotify.com/v1/tracks/4hblkx8zM4Nr0BFFQEdKWz,https://api.spotify.com/v1/audio-analysis/4hblkx8zM4Nr0BFFQEdKWz
0.344,0.519,5,-5.64,1,0.0319,0.0132,0.851,0.0853,0.101,87.07,305679,4,4,blue and blind,bespin,1vCWDhEz6Kou5pRlxGClDD,audio_features,1vCWDhEz6Kou5pRlxGClDD,spotify:track:1vCWDhEz6Kou5pRlxGClDD,https://api.spotify.com/v1/tracks/1vCWDhEz6Kou5pRlxGClDD,https://api.spotify.com/v1/audio-analysis/1vCWDhEz6Kou5pRlxGClDD
0.694,0.914,11,-2.366,0,0.0328,0.0338,0.000198,0.537,0.829,138.596,204267,4,3,tko,le tigre,7KCvbMfHeYrBzK1HrZQt0N,audio_features,7KCvbMfHeYrBzK1HrZQt0N,spotify:track:7KCvbMfHeYrBzK1HrZQt0N,https://api.spotify.com/v1/tracks/7KCvbMfHeYrBzK1HrZQt0N,https://api.spotify.com/v1/audio-analysis/7KCvbMfHeYrBzK1HrZQt0N
0.446,0.866,8,-8.016,1,0.0342,0.0794,0.543,0.137,0.455,152.172,295813,4,1,incinerate,sonic youth,0lDoG5fQ9cmpvpenwR7Jln,audio_features,0lDoG5fQ9cmpvpenwR7Jln,spotify:track:0lDoG5fQ9cmpvpenwR7Jln,https://api.spotify.com/v1/tracks/0lDoG5fQ9cmpvpenwR7Jln,https://api.spotify.com/v1/audio-analysis/0lDoG5fQ9cmpvpenwR7Jln
0.562,0.724,6,-8.627,0,0.0271,0.0124,1.42e-06,0.223,0.855,113.056,245728,4,8,miracle aligner,the last shadow puppets,2ZPkY0z7Opko33fHO9VHHV,audio_features,2ZPkY0z7Opko33fHO9VHHV,spotify:track:2ZPkY0z7Opko33fHO9VHHV,https://api.spotify.com/v1/tracks/2ZPkY0z7Opko33fHO9VHHV,https://api.spotify.com/v1/audio-analysis/2ZPkY0z7Opko33fHO9VHHV
0.699,0.861,2,-7.207,1,0.053,0.156,0.00693,0.0716,0.901,125.016,241600,4,7,believe,dream wife,127kUMdWjMDeaNio60zDqb,audio_features,127kUMdWjMDeaNio60zDqb,spotify:track:127kUMdWjMDeaNio60zDqb,https://api.spotify.com/v1/tracks/127kUMdWjMDeaNio60zDqb,https://api.spotify.com/v1/audio-analysis/127kUMdWjMDeaNio60zDqb
0.668,0.926,8,-3.9,1,0.0467,0.142,0.0,0.203,0.834,92.021,219772,4,7,lonely heart,dragonette,5RcwLDRgio4wveg3lWrcV5,audio_features,5RcwLDRgio4wveg3lWrcV5,spotify:track:5RcwLDRgio4wveg3lWrcV5,https://api.spotify.com/v1/tracks/5RcwLDRgio4wveg3lWrcV5,https://api.spotify.com/v1/audio-analysis/5RcwLDRgio4wveg3lWrcV5
0.69,0.896,1,-3.457,0,0.0341,0.000676,1.88e-05,0.124,0.564,132.538,232802,4,8,car song (feat. santigold),spank rock,6fOh11kHHoQiwSNA5ybRA9,audio_features,6fOh11kHHoQiwSNA5ybRA9,spotify:track:6fOh11kHHoQiwSNA5ybRA9,https://api.spotify.com/v1/tracks/6fOh11kHHoQiwSNA5ybRA9,https://api.spotify.com/v1/audio-analysis/6fOh11kHHoQiwSNA5ybRA9
0.69,0.896,1,-3.457,0,0.0341,0.000676,1.88e-05,0.124,0.564,132.538,232802,4,8,car song (feat. santigold),santigold,6fOh11kHHoQiwSNA5ybRA9,audio_features,6fOh11kHHoQiwSNA5ybRA9,spotify:track:6fOh11kHHoQiwSNA5ybRA9,https://api.spotify.com/v1/tracks/6fOh11kHHoQiwSNA5ybRA9,https://api.spotify.com/v1/audio-analysis/6fOh11kHHoQiwSNA5ybRA9
0.608,0.858,2,-4.369,1,0.0343,0.0673,1.54e-06,0.0915,0.61,106.897,155707,4,7,shipwreck,hot club de paris,2Lql7gijM1xkrA9Q7E5PUg,audio_features,2Lql7gijM1xkrA9Q7E5PUg,spotify:track:2Lql7gijM1xkrA9Q7E5PUg,https://api.spotify.com/v1/tracks/2Lql7gijM1xkrA9Q7E5PUg,https://api.spotify.com/v1/audio-analysis/2Lql7gijM1xkrA9Q7E5PUg
0.516,0.868,6,-4.393,1,0.0325,0.00193,0.00217,0.0778,0.577,106.945,231000,4,7,crouching bees,fight like apes,2XX6rb4gu45rfl5gVBt4PD,audio_features,2XX6rb4gu45rfl5gVBt4PD,spotify:track:2XX6rb4gu45rfl5gVBt4PD,https://api.spotify.com/v1/tracks/2XX6rb4gu45rfl5gVBt4PD,https://api.spotify.com/v1/audio-analysis/2XX6rb4gu45rfl5gVBt4PD
0.765,0.847,5,-7.574,0,0.0432,0.00206,0.0018,0.0279,0.783,128.002,352209,4,8,be free - michael traxx remix,rapture,2OPft4ppqOlPNzrf4J6vQw,audio_features,2OPft4ppqOlPNzrf4J6vQw,spotify:track:2OPft4ppqOlPNzrf4J6vQw,https://api.spotify.com/v1/tracks/2OPft4ppqOlPNzrf4J6vQw,https://api.spotify.com/v1/audio-analysis/2OPft4ppqOlPNzrf4J6vQw
0.583,0.847,9,-3.213,1,0.0501,0.00078,0.0262,0.294,0.278,99.924,225231,4,4,inside your mind,gatc,5XwJIGnCtQqASIMdcbhbx1,audio_features,5XwJIGnCtQqASIMdcbhbx1,spotify:track:5XwJIGnCtQqASIMdcbhbx1,https://api.spotify.com/v1/tracks/5XwJIGnCtQqASIMdcbhbx1,https://api.spotify.com/v1/audio-analysis/5XwJIGnCtQqASIMdcbhbx1
0.572,0.895,4,-7.729,1,0.0465,0.00116,0.319,0.11,0.157,125.987,198141,4,4,drifting away,grum,2XmsZtjm0iBEXdQDns4ys2,audio_features,2XmsZtjm0iBEXdQDns4ys2,spotify:track:2XmsZtjm0iBEXdQDns4ys2,https://api.spotify.com/v1/tracks/2XmsZtjm0iBEXdQDns4ys2,https://api.spotify.com/v1/audio-analysis/2XmsZtjm0iBEXdQDns4ys2
0.456,0.777,11,-11.472,0,0.0302,0.0191,0.763,0.847,0.407,94.588,201881,4,3,i heard them say (andy stott remix) - mixed,maps,4rMOEXGv21udBph9kxGkNq,audio_features,4rMOEXGv21udBph9kxGkNq,spotify:track:4rMOEXGv21udBph9kxGkNq,https://api.spotify.com/v1/tracks/4rMOEXGv21udBph9kxGkNq,https://api.spotify.com/v1/audio-analysis/4rMOEXGv21udBph9kxGkNq
0.456,0.777,11,-11.472,0,0.0302,0.0191,0.763,0.847,0.407,94.588,201881,4,3,i heard them say (andy stott remix) - mixed,andy stott,4rMOEXGv21udBph9kxGkNq,audio_features,4rMOEXGv21udBph9kxGkNq,spotify:track:4rMOEXGv21udBph9kxGkNq,https://api.spotify.com/v1/tracks/4rMOEXGv21udBph9kxGkNq,https://api.spotify.com/v1/audio-analysis/4rMOEXGv21udBph9kxGkNq
0.611,0.732,3,-5.831,1,0.0305,0.00154,0.753,0.206,0.485,146.009,207307,4,1,impossible sightings over shelton,the victorian english gentlemens club,5PeY7K3rr59JjGORIW5bMZ,audio_features,5PeY7K3rr59JjGORIW5bMZ,spotify:track:5PeY7K3rr59JjGORIW5bMZ,https://api.spotify.com/v1/tracks/5PeY7K3rr59JjGORIW5bMZ,https://api.spotify.com/v1/audio-analysis/5PeY7K3rr59JjGORIW5bMZ
0.472,0.925,9,-4.57,1,0.0415,0.000305,4.44e-06,0.0755,0.746,146.97,198833,4,1,the great escape,we are scientists,37MkbRqfMdO4qlNj7C4Wfa,audio_features,37MkbRqfMdO4qlNj7C4Wfa,spotify:track:37MkbRqfMdO4qlNj7C4Wfa,https://api.spotify.com/v1/tracks/37MkbRqfMdO4qlNj7C4Wfa,https://api.spotify.com/v1/audio-analysis/37MkbRqfMdO4qlNj7C4Wfa
0.591,0.56,9,-8.068,0,0.0809,0.0762,0.00172,0.0999,0.353,166.397,253133,4,8,sunday love,bat for lashes,7yyC4Lq7Z9HnHAD0veDdvR,audio_features,7yyC4Lq7Z9HnHAD0veDdvR,spotify:track:7yyC4Lq7Z9HnHAD0veDdvR,https://api.spotify.com/v1/tracks/7yyC4Lq7Z9HnHAD0veDdvR,https://api.spotify.com/v1/audio-analysis/7yyC4Lq7Z9HnHAD0veDdvR
0.8,0.849,7,-9.037,1,0.04,0.0474,0.911,0.104,0.222,125.996,390380,4,0,dial me in,factory floor,4o4fRVnxBI4FUGKZkeyOB3,audio_features,4o4fRVnxBI4FUGKZkeyOB3,spotify:track:4o4fRVnxBI4FUGKZkeyOB3,https://api.spotify.com/v1/tracks/4o4fRVnxBI4FUGKZkeyOB3,https://api.spotify.com/v1/audio-analysis/4o4fRVnxBI4FUGKZkeyOB3
0.499,0.759,6,-7.387,0,0.25,0.00372,0.364,0.254,0.703,129.129,270815,4,2,lina,les sins,3sAf5bJT9JkcpIcxduoekK,audio_features,3sAf5bJT9JkcpIcxduoekK,spotify:track:3sAf5bJT9JkcpIcxduoekK,https://api.spotify.com/v1/tracks/3sAf5bJT9JkcpIcxduoekK,https://api.spotify.com/v1/audio-analysis/3sAf5bJT9JkcpIcxduoekK
0.777,0.854,10,-3.155,0,0.12,1.17e-05,0.468,0.172,0.469,129.983,251067,4,8,ny lipps - kawazaki dub,soulwax,6IGgte2GfMw95gOpKSBUny,audio_features,6IGgte2GfMw95gOpKSBUny,spotify:track:6IGgte2GfMw95gOpKSBUny,https://api.spotify.com/v1/tracks/6IGgte2GfMw95gOpKSBUny,https://api.spotify.com/v1/audio-analysis/6IGgte2GfMw95gOpKSBUny
0.518,0.632,7,-7.783,1,0.057,0.256,6.61e-06,0.375,0.68,90.048,135440,4,7,monsters under the bed,eugene mcguinness,6uReAIxk6nNPABaq0AzyEg,audio_features,6uReAIxk6nNPABaq0AzyEg,spotify:track:6uReAIxk6nNPABaq0AzyEg,https://api.spotify.com/v1/tracks/6uReAIxk6nNPABaq0AzyEg,https://api.spotify.com/v1/audio-analysis/6uReAIxk6nNPABaq0AzyEg
0.633,0.664,9,-7.309,1,0.0361,0.0558,0.608,0.0767,0.437,146.952,455768,4,0,avocado moon,world champion,7IwNCe77euG2wSwTGg9JFw,audio_features,7IwNCe77euG2wSwTGg9JFw,spotify:track:7IwNCe77euG2wSwTGg9JFw,https://api.spotify.com/v1/tracks/7IwNCe77euG2wSwTGg9JFw,https://api.spotify.com/v1/audio-analysis/7IwNCe77euG2wSwTGg9JFw
0.875,0.793,9,-6.889,1,0.114,0.028,0.00537,0.0819,0.504,124.999,238787,4,7,bad blood,simian mobile disco,0klZBp9qlyF3chkmTMzYx4,audio_features,0klZBp9qlyF3chkmTMzYx4,spotify:track:0klZBp9qlyF3chkmTMzYx4,https://api.spotify.com/v1/tracks/0klZBp9qlyF3chkmTMzYx4,https://api.spotify.com/v1/audio-analysis/0klZBp9qlyF3chkmTMzYx4
0.255,0.939,0,-3.747,1,0.0918,8.78e-05,0.54,0.237,0.384,136.44,265747,5,1,huggin & kissin,big black delta,57gAXLUcEXurYVAVP86grE,audio_features,57gAXLUcEXurYVAVP86grE,spotify:track:57gAXLUcEXurYVAVP86grE,https://api.spotify.com/v1/tracks/57gAXLUcEXurYVAVP86grE,https://api.spotify.com/v1/audio-analysis/57gAXLUcEXurYVAVP86grE
0.738,0.82,9,-6.382,0,0.04,0.0381,0.0621,0.126,0.555,109.998,256319,4,8,no mercy,claude violante,6KrFZb0XphIFTAfyWyyyWX,audio_features,6KrFZb0XphIFTAfyWyyyWX,spotify:track:6KrFZb0XphIFTAfyWyyyWX,https://api.spotify.com/v1/tracks/6KrFZb0XphIFTAfyWyyyWX,https://api.spotify.com/v1/audio-analysis/6KrFZb0XphIFTAfyWyyyWX
0.676,0.792,6,-7.482,0,0.0301,0.0822,0.00488,0.189,0.2,130.984,232151,4,8,black tar,the kills,5HqrlXFYgbzlgBBGNhhXAQ,audio_features,5HqrlXFYgbzlgBBGNhhXAQ,spotify:track:5HqrlXFYgbzlgBBGNhhXAQ,https://api.spotify.com/v1/tracks/5HqrlXFYgbzlgBBGNhhXAQ,https://api.spotify.com/v1/audio-analysis/5HqrlXFYgbzlgBBGNhhXAQ
0.737,0.735,5,-11.614,0,0.0368,0.00614,0.863,0.127,0.24,124.996,433436,4,0,ten miles high,shit robot,3lFmh73zrAyQwizv0uvVgJ,audio_features,3lFmh73zrAyQwizv0uvVgJ,spotify:track:3lFmh73zrAyQwizv0uvVgJ,https://api.spotify.com/v1/tracks/3lFmh73zrAyQwizv0uvVgJ,https://api.spotify.com/v1/audio-analysis/3lFmh73zrAyQwizv0uvVgJ
0.738,0.834,8,-4.529,1,0.0915,0.0012,0.311,0.0764,0.476,128.036,293906,4,7,teddy - original mix,the sneekers,6iJiC40jQArlhUwK9ILnZr,audio_features,6iJiC40jQArlhUwK9ILnZr,spotify:track:6iJiC40jQArlhUwK9ILnZr,https://api.spotify.com/v1/tracks/6iJiC40jQArlhUwK9ILnZr,https://api.spotify.com/v1/audio-analysis/6iJiC40jQArlhUwK9ILnZr
0.857,0.57,11,-8.62,0,0.0562,0.675,0.0305,0.099,0.473,89.992,188342,4,9,my licorne & me - rework,poom,6OwK2JFX2AMqKYTQtLNzRb,audio_features,6OwK2JFX2AMqKYTQtLNzRb,spotify:track:6OwK2JFX2AMqKYTQtLNzRb,https://api.spotify.com/v1/tracks/6OwK2JFX2AMqKYTQtLNzRb,https://api.spotify.com/v1/audio-analysis/6OwK2JFX2AMqKYTQtLNzRb
0.708,0.502,2,-10.463,1,0.0585,0.00382,0.925,0.0527,0.521,116.999,361401,4,0,b side - original mix,tanner ross,0xr0Y0QJpuSTeMRgpiLdSv,audio_features,0xr0Y0QJpuSTeMRgpiLdSv,spotify:track:0xr0Y0QJpuSTeMRgpiLdSv,https://api.spotify.com/v1/tracks/0xr0Y0QJpuSTeMRgpiLdSv,https://api.spotify.com/v1/audio-analysis/0xr0Y0QJpuSTeMRgpiLdSv
0.786,0.604,11,-9.623,1,0.0521,0.455,0.441,0.0688,0.7,120.413,319459,4,7,italove,emmanuelle,2upjPXCYscwhOgazz6Remz,audio_features,2upjPXCYscwhOgazz6Remz,spotify:track:2upjPXCYscwhOgazz6Remz,https://api.spotify.com/v1/tracks/2upjPXCYscwhOgazz6Remz,https://api.spotify.com/v1/audio-analysis/2upjPXCYscwhOgazz6Remz
0.609,0.83,9,-7.697,1,0.0501,0.519,0.608,0.117,0.74,156.091,188697,4,7,mirror,motorama,7Ju8cYJd71yM1BMwTwI8Pf,audio_features,7Ju8cYJd71yM1BMwTwI8Pf,spotify:track:7Ju8cYJd71yM1BMwTwI8Pf,https://api.spotify.com/v1/tracks/7Ju8cYJd71yM1BMwTwI8Pf,https://api.spotify.com/v1/audio-analysis/7Ju8cYJd71yM1BMwTwI8Pf
0.661,0.91,1,-5.702,1,0.0461,0.0338,0.0133,0.0518,0.492,109.991,292667,4,7,skin shed,kristin kontrol,2Tv4p9fC7b6a1VR0DyGILN,audio_features,2Tv4p9fC7b6a1VR0DyGILN,spotify:track:2Tv4p9fC7b6a1VR0DyGILN,https://api.spotify.com/v1/tracks/2Tv4p9fC7b6a1VR0DyGILN,https://api.spotify.com/v1/audio-analysis/2Tv4p9fC7b6a1VR0DyGILN
0.661,0.729,2,-5.877,0,0.0385,0.00998,0.0,0.365,0.722,119.988,189040,4,8,fight the feeling,white,2Q5MCDcTl7SwoZqOxAF9TP,audio_features,2Q5MCDcTl7SwoZqOxAF9TP,spotify:track:2Q5MCDcTl7SwoZqOxAF9TP,https://api.spotify.com/v1/tracks/2Q5MCDcTl7SwoZqOxAF9TP,https://api.spotify.com/v1/audio-analysis/2Q5MCDcTl7SwoZqOxAF9TP
0.799,0.604,8,-7.003,1,0.0591,0.0641,0.804,0.148,0.494,123.968,414773,4,0,battle for middle you (maurice donovan dub),julio bashmore,7q7kmBqdQiA2XnE0E70ERA,audio_features,7q7kmBqdQiA2XnE0E70ERA,spotify:track:7q7kmBqdQiA2XnE0E70ERA,https://api.spotify.com/v1/tracks/7q7kmBqdQiA2XnE0E70ERA,https://api.spotify.com/v1/audio-analysis/7q7kmBqdQiA2XnE0E70ERA
0.725,0.712,1,-5.592,1,0.0309,0.000445,2.5e-05,0.109,0.714,104.985,189827,4,7,chills,ladyhawke,1Bj4JmAV5gNnIITEpI0u59,audio_features,1Bj4JmAV5gNnIITEpI0u59,spotify:track:1Bj4JmAV5gNnIITEpI0u59,https://api.spotify.com/v1/tracks/1Bj4JmAV5gNnIITEpI0u59,https://api.spotify.com/v1/audio-analysis/1Bj4JmAV5gNnIITEpI0u59
0.801,0.706,10,-7.869,0,0.201,0.179,1.88e-05,0.0337,0.857,133.004,160769,4,8,cornerboy,siriusmo,1uMZjFZ5NrEd625hsmfi6C,audio_features,1uMZjFZ5NrEd625hsmfi6C,spotify:track:1uMZjFZ5NrEd625hsmfi6C,https://api.spotify.com/v1/tracks/1uMZjFZ5NrEd625hsmfi6C,https://api.spotify.com/v1/audio-analysis/1uMZjFZ5NrEd625hsmfi6C
0.768,0.599,5,-8.178,0,0.0551,0.0143,0.761,0.114,0.496,110.001,253091,4,6,theme to volume 2,star slinger,1a95cQNq6CFz4Ugad7KiEc,audio_features,1a95cQNq6CFz4Ugad7KiEc,spotify:track:1a95cQNq6CFz4Ugad7KiEc,https://api.spotify.com/v1/tracks/1a95cQNq6CFz4Ugad7KiEc,https://api.spotify.com/v1/audio-analysis/1a95cQNq6CFz4Ugad7KiEc
0.616,0.755,5,-3.796,0,0.0492,0.000284,0.0486,0.0995,0.834,134.991,256933,4,8,the sun,whomadewho,5rJCb5pg3RtrkLj3RIRWrj,audio_features,5rJCb5pg3RtrkLj3RIRWrj,spotify:track:5rJCb5pg3RtrkLj3RIRWrj,https://api.spotify.com/v1/tracks/5rJCb5pg3RtrkLj3RIRWrj,https://api.spotify.com/v1/audio-analysis/5rJCb5pg3RtrkLj3RIRWrj
0.554,0.546,2,-4.681,0,0.0444,0.0803,0.328,0.102,0.507,124.115,273483,4,8,drag queen,the strokes,5OQyKF97zI9yt53Q4C4ejt,audio_features,5OQyKF97zI9yt53Q4C4ejt,spotify:track:5OQyKF97zI9yt53Q4C4ejt,https://api.spotify.com/v1/tracks/5OQyKF97zI9yt53Q4C4ejt,https://api.spotify.com/v1/audio-analysis/5OQyKF97zI9yt53Q4C4ejt
0.546,0.883,9,-3.737,0,0.0372,0.000117,0.0,0.612,0.793,131.003,218984,4,3,girls like you,zibra,1YTO6v1Zr2FAocZ1npEg7a,audio_features,1YTO6v1Zr2FAocZ1npEg7a,spotify:track:1YTO6v1Zr2FAocZ1npEg7a,https://api.spotify.com/v1/tracks/1YTO6v1Zr2FAocZ1npEg7a,https://api.spotify.com/v1/audio-analysis/1YTO6v1Zr2FAocZ1npEg7a
0.693,0.757,6,-6.91,0,0.141,0.00813,0.871,0.0741,0.37,107.723,199253,4,6,tropical hands,dorian concept,7kPe2KN1XUyptE1JI1F4ne,audio_features,7kPe2KN1XUyptE1JI1F4ne,spotify:track:7kPe2KN1XUyptE1JI1F4ne,https://api.spotify.com/v1/tracks/7kPe2KN1XUyptE1JI1F4ne,https://api.spotify.com/v1/audio-analysis/7kPe2KN1XUyptE1JI1F4ne
0.38,0.847,9,-4.492,0,0.0895,0.02,0.00043,0.16,0.332,124.513,248578,3,5,in love by default,band of skulls,6SofTyYM2Ewk6KF4QROHJq,audio_features,6SofTyYM2Ewk6KF4QROHJq,spotify:track:6SofTyYM2Ewk6KF4QROHJq,https://api.spotify.com/v1/tracks/6SofTyYM2Ewk6KF4QROHJq,https://api.spotify.com/v1/audio-analysis/6SofTyYM2Ewk6KF4QROHJq
0.462,0.806,3,-3.283,1,0.0341,0.26,0.0,0.114,0.354,165.925,325600,4,1,wasted state of mind,...and you will know us by the trail of dead,16XbElFPv3A7TrzRJntVYd,audio_features,16XbElFPv3A7TrzRJntVYd,spotify:track:16XbElFPv3A7TrzRJntVYd,https://api.spotify.com/v1/tracks/16XbElFPv3A7TrzRJntVYd,https://api.spotify.com/v1/audio-analysis/16XbElFPv3A7TrzRJntVYd
0.762,0.48,9,-10.154,0,0.0339,0.646,0.0921,0.0978,0.533,119.987,265858,4,9,yesterday,yumi zouma,5P1wTY2mboDtuBraIwG2Iy,audio_features,5P1wTY2mboDtuBraIwG2Iy,spotify:track:5P1wTY2mboDtuBraIwG2Iy,https://api.spotify.com/v1/tracks/5P1wTY2mboDtuBraIwG2Iy,https://api.spotify.com/v1/audio-analysis/5P1wTY2mboDtuBraIwG2Iy
0.372,0.883,2,-8.608,1,0.0354,0.00176,0.0,0.11,0.819,170.072,243413,4,1,wonder feeling,kate jackson,4OCXdZmxXtLBMyACVcNBUF,audio_features,4OCXdZmxXtLBMyACVcNBUF,spotify:track:4OCXdZmxXtLBMyACVcNBUF,https://api.spotify.com/v1/tracks/4OCXdZmxXtLBMyACVcNBUF,https://api.spotify.com/v1/audio-analysis/4OCXdZmxXtLBMyACVcNBUF
0.744,0.768,7,-5.493,1,0.0722,0.0715,0.592,0.281,0.391,127.0,282801,4,7,forza,zombie nation,3x1AY722gycFSMTCW2i2d3,audio_features,3x1AY722gycFSMTCW2i2d3,spotify:track:3x1AY722gycFSMTCW2i2d3,https://api.spotify.com/v1/tracks/3x1AY722gycFSMTCW2i2d3,https://api.spotify.com/v1/audio-analysis/3x1AY722gycFSMTCW2i2d3
0.254,0.493,6,-12.261,1,0.0361,0.00418,0.899,0.15,0.12,159.316,305283,5,6,90% wasser,moderat,6i9svrhQUIDUzlqHCUTSNK,audio_features,6i9svrhQUIDUzlqHCUTSNK,spotify:track:6i9svrhQUIDUzlqHCUTSNK,https://api.spotify.com/v1/tracks/6i9svrhQUIDUzlqHCUTSNK,https://api.spotify.com/v1/audio-analysis/6i9svrhQUIDUzlqHCUTSNK
0.842,0.659,8,-7.346,0,0.0722,1.24e-05,0.771,0.0584,0.758,118.0,334425,4,0,83,hey today!,3XnIUTF6KV1ozrwd3RfAfo,audio_features,3XnIUTF6KV1ozrwd3RfAfo,spotify:track:3XnIUTF6KV1ozrwd3RfAfo,https://api.spotify.com/v1/tracks/3XnIUTF6KV1ozrwd3RfAfo,https://api.spotify.com/v1/audio-analysis/3XnIUTF6KV1ozrwd3RfAfo
