danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,clusters,track.name,name,song_id,type,id,uri,track_href,analysis_url
0.478,0.815,2,-3.214,1,0.0596,0.0134,5.81e-05,0.0752,0.691,110.608,194309,4,7,cracks between,ten tonnes,0JRWjTvlxTThEY8lc3Fjhr,audio_features,0JRWjTvlxTThEY8lc3Fjhr,spotify:track:0JRWjTvlxTThEY8lc3Fjhr,https://api.spotify.com/v1/tracks/0JRWjTvlxTThEY8lc3Fjhr,https://api.spotify.com/v1/audio-analysis/0JRWjTvlxTThEY8lc3Fjhr
0.69,0.826,11,-6.992,0,0.134,0.000351,0.872,0.116,0.217,123.992,483658,4,0,el jefe (version 1),sasha,6EI1d7d2Grx5uQc2icT8pv,audio_features,6EI1d7d2Grx5uQc2icT8pv,spotify:track:6EI1d7d2Grx5uQc2icT8pv,https://api.spotify.com/v1/tracks/6EI1d7d2Grx5uQc2icT8pv,https://api.spotify.com/v1/audio-analysis/6EI1d7d2Grx5uQc2icT8pv
0.69,0.826,11,-6.992,0,0.134,0.000351,0.872,0.116,0.217,123.992,483658,4,0,el jefe (version 1),alan fitzpatrick,6EI1d7d2Grx5uQc2icT8pv,audio_features,6EI1d7d2Grx5uQc2icT8pv,spotify:track:6EI1d7d2Grx5uQc2icT8pv,https://api.spotify.com/v1/tracks/6EI1d7d2Grx5uQc2icT8pv,https://api.spotify.com/v1/audio-analysis/6EI1d7d2Grx5uQc2icT8pv
0.541,0.632,8,-8.407,1,0.0461,0.407,0.0333,0.103,0.325,112.124,322198,4,4,take me back,deep cuts,6QC1fz5IP57mLhvNxrZTrx,audio_features,6QC1fz5IP57mLhvNxrZTrx,spotify:track:6QC1fz5IP57mLhvNxrZTrx,https://api.spotify.com/v1/tracks/6QC1fz5IP57mLhvNxrZTrx,https://api.spotify.com/v1/audio-analysis/6QC1fz5IP57mLhvNxrZTrx
0.471,0.782,0,-11.342,1,0.0292,0.00168,0.667,0.695,0.363,141.548,295373,4,3,ceremony - live,new order,4JENNLrNXJgzTYIB30xPEU,audio_features,4JENNLrNXJgzTYIB30xPEU,spotify:track:4JENNLrNXJgzTYIB30xPEU,https://api.spotify.com/v1/tracks/4JENNLrNXJgzTYIB30xPEU,https://api.spotify.com/v1/audio-analysis/4JENNLrNXJgzTYIB30xPEU
0.723,0.596,9,-10.435,0,0.0471,0.0262,0.582,0.107,0.675,114.139,195093,4,6,gotta know better (i'm crazy),sports,6rxWhbIt4Q86pShWNLejBT,audio_features,6rxWhbIt4Q86pShWNLejBT,spotify:track:6rxWhbIt4Q86pShWNLejBT,https://api.spotify.com/v1/tracks/6rxWhbIt4Q86pShWNLejBT,https://api.spotify.com/v1/audio-analysis/6rxWhbIt4Q86pShWNLejBT
0.793,0.657,2,-5.847,1,0.107,0.02,0.000992,0.0483,0.534,119.979,210010,4,7,remember that night - eden prince remix,grouplove,1hsjEKef8xEIyumKx7Yowo,audio_features,1hsjEKef8xEIyumKx7Yowo,spotify:track:1hsjEKef8xEIyumKx7Yowo,https://api.spotify.com/v1/tracks/1hsjEKef8xEIyumKx7Yowo,https://api.spotify.com/v1/audio-analysis/1hsjEKef8xEIyumKx7Yowo
0.793,0.657,2,-5.847,1,0.107,0.02,0.000992,0.0483,0.534,119.979,210010,4,7,remember that night - eden prince remix,eden prince,1hsjEKef8xEIyumKx7Yowo,audio_features,1hsjEKef8xEIyumKx7Yowo,spotify:track:1hsjEKef8xEIyumKx7Yowo,https://api.spotify.com/v1/tracks/1hsjEKef8xEIyumKx7Yowo,https://api.spotify.com/v1/audio-analysis/1hsjEKef8xEIyumKx7Yowo
0.432,0.865,1,-7.207,1,0.276,0.032,0.862,0.27,0.45,198.008,290732,4,1,axumisia v s612,legowelt,7j5gCtzTusotzRTGxQF7cm,audio_features,7j5gCtzTusotzRTGxQF7cm,spotify:track:7j5gCtzTusotzRTGxQF7cm,https://api.spotify.com/v1/tracks/7j5gCtzTusotzRTGxQF7cm,https://api.spotify.com/v1/audio-analysis/7j5gCtzTusotzRTGxQF7cm
0.71,0.563,9,-6.596,0,0.0339,0.0817,0.0371,0.1,0.43,118.03,238000,4,8,dynasty - roosevelt remix radio edit,whomadewho,58KCaf0Qvq7tVZaQFnZygy,audio_features,58KCaf0Qvq7tVZaQFnZygy,spotify:track:58KCaf0Qvq7tVZaQFnZygy,https://api.spotify.com/v1/tracks/58KCaf0Qvq7tVZaQFnZygy,https://api.spotify.com/v1/audio-analysis/58KCaf0Qvq7tVZaQFnZygy
0.71,0.563,9,-6.596,0,0.0339,0.0817,0.0371,0.1,0.43,118.03,238000,4,8,dynasty - roosevelt remix radio edit,roosevelt,58KCaf0Qvq7tVZaQFnZygy,audio_features,58KCaf0Qvq7tVZaQFnZygy,spotify:track:58KCaf0Qvq7tVZaQFnZygy,https://api.spotify.com/v1/tracks/58KCaf0Qvq7tVZaQFnZygy,https://api.spotify.com/v1/audio-analysis/58KCaf0Qvq7tVZaQFnZygy
0.65,0.794,10,-8.755,1,0.0362,0.0288,0.584,0.0908,0.162,122.005,306885,4,0,let slide - speaking in tongues remix edit,kauf,0uYCEMEOjtJtvYMPMQmECM,audio_features,0uYCEMEOjtJtvYMPMQmECM,spotify:track:0uYCEMEOjtJtvYMPMQmECM,https://api.spotify.com/v1/tracks/0uYCEMEOjtJtvYMPMQmECM,https://api.spotify.com/v1/audio-analysis/0uYCEMEOjtJtvYMPMQmECM
0.65,0.794,10,-8.755,1,0.0362,0.0288,0.584,0.0908,0.162,122.005,306885,4,0,let slide - speaking in tongues remix edit,speaking in tongues,0uYCEMEOjtJtvYMPMQmECM,audio_features,0uYCEMEOjtJtvYMPMQmECM,spotify:track:0uYCEMEOjtJtvYMPMQmECM,https://api.spotify.com/v1/tracks/0uYCEMEOjtJtvYMPMQmECM,https://api.spotify.com/v1/audio-analysis/0uYCEMEOjtJtvYMPMQmECM
0.496,0.858,6,-5.802,1,0.0424,0.768,0.0624,0.0568,0.488,135.142,244133,4,9,virginia plain - john peel radio session,roxy music,1OeJjwyi9NV2j8x2M3BEX4,audio_features,1OeJjwyi9NV2j8x2M3BEX4,spotify:track:1OeJjwyi9NV2j8x2M3BEX4,https://api.spotify.com/v1/tracks/1OeJjwyi9NV2j8x2M3BEX4,https://api.spotify.com/v1/audio-analysis/1OeJjwyi9NV2j8x2M3BEX4
0.577,0.843,10,-4.886,0,0.0324,0.0921,0.000443,0.113,0.851,119.952,251516,4,8,feel the way,i know the chief,4dPkVDJmIygyRerz3hTJS8,audio_features,4dPkVDJmIygyRerz3hTJS8,spotify:track:4dPkVDJmIygyRerz3hTJS8,https://api.spotify.com/v1/tracks/4dPkVDJmIygyRerz3hTJS8,https://api.spotify.com/v1/audio-analysis/4dPkVDJmIygyRerz3hTJS8
0.471,0.552,7,-10.133,1,0.144,0.141,0.122,0.242,0.366,96.494,244347,4,4,servings and portions from my boarding house reach,jack white,4b5j5dMdwSXfxkGZnfYy7m,audio_features,4b5j5dMdwSXfxkGZnfYy7m,spotify:track:4b5j5dMdwSXfxkGZnfYy7m,https://api.spotify.com/v1/tracks/4b5j5dMdwSXfxkGZnfYy7m,https://api.spotify.com/v1/audio-analysis/4b5j5dMdwSXfxkGZnfYy7m
0.661,0.711,0,-8.036,1,0.0315,0.123,0.774,0.0891,0.828,97.007,434667,4,0,do you want love?,dave depper,3relfM0oxnkxl2K5lokhgM,audio_features,3relfM0oxnkxl2K5lokhgM,spotify:track:3relfM0oxnkxl2K5lokhgM,https://api.spotify.com/v1/tracks/3relfM0oxnkxl2K5lokhgM,https://api.spotify.com/v1/audio-analysis/3relfM0oxnkxl2K5lokhgM
0.382,0.943,2,-3.917,1,0.153,0.0967,1.28e-05,0.215,0.395,71.154,235800,4,4,a snake in the shower,the hold steady,2b8Q58jpsqC25oEKgnWHHA,audio_features,2b8Q58jpsqC25oEKgnWHHA,spotify:track:2b8Q58jpsqC25oEKgnWHHA,https://api.spotify.com/v1/tracks/2b8Q58jpsqC25oEKgnWHHA,https://api.spotify.com/v1/audio-analysis/2b8Q58jpsqC25oEKgnWHHA
0.693,0.787,5,-8.833,1,0.0364,0.0524,0.288,0.222,0.548,116.034,388560,4,0,i got clothes - acr:mcr rework,barry adamson,37UDSF2QAR6kfg3jVuCzvu,audio_features,37UDSF2QAR6kfg3jVuCzvu,spotify:track:37UDSF2QAR6kfg3jVuCzvu,https://api.spotify.com/v1/tracks/37UDSF2QAR6kfg3jVuCzvu,https://api.spotify.com/v1/audio-analysis/37UDSF2QAR6kfg3jVuCzvu
0.693,0.787,5,-8.833,1,0.0364,0.0524,0.288,0.222,0.548,116.034,388560,4,0,i got clothes - acr:mcr rework,a certain ratio,37UDSF2QAR6kfg3jVuCzvu,audio_features,37UDSF2QAR6kfg3jVuCzvu,spotify:track:37UDSF2QAR6kfg3jVuCzvu,https://api.spotify.com/v1/tracks/37UDSF2QAR6kfg3jVuCzvu,https://api.spotify.com/v1/audio-analysis/37UDSF2QAR6kfg3jVuCzvu
0.337,0.732,1,-10.68,1,0.0428,0.0278,0.921,0.106,0.508,151.499,297539,4,1,raven,gogo penguin,7dVLGEHAukEId8EP1S2GXx,audio_features,7dVLGEHAukEId8EP1S2GXx,spotify:track:7dVLGEHAukEId8EP1S2GXx,https://api.spotify.com/v1/tracks/7dVLGEHAukEId8EP1S2GXx,https://api.spotify.com/v1/audio-analysis/7dVLGEHAukEId8EP1S2GXx
0.656,0.641,8,-7.408,1,0.036,0.145,0.276,0.258,0.293,93.024,219885,4,4,lovers - jim-e stack remix,anna of the north,0pDzACzX33WjIBr8eu9B7l,audio_features,0pDzACzX33WjIBr8eu9B7l,spotify:track:0pDzACzX33WjIBr8eu9B7l,https://api.spotify.com/v1/tracks/0pDzACzX33WjIBr8eu9B7l,https://api.spotify.com/v1/audio-analysis/0pDzACzX33WjIBr8eu9B7l
0.656,0.641,8,-7.408,1,0.036,0.145,0.276,0.258,0.293,93.024,219885,4,4,lovers - jim-e stack remix,jim-e stack,0pDzACzX33WjIBr8eu9B7l,audio_features,0pDzACzX33WjIBr8eu9B7l,spotify:track:0pDzACzX33WjIBr8eu9B7l,https://api.spotify.com/v1/tracks/0pDzACzX33WjIBr8eu9B7l,https://api.spotify.com/v1/audio-analysis/0pDzACzX33WjIBr8eu9B7l
0.423,0.532,0,-7.184,1,0.0455,0.531,0.0,0.124,0.314,112.519,416200,4,4,ogre,richard dawson,26Q1WhREftU2HYIVjtXI7J,audio_features,26Q1WhREftU2HYIVjtXI7J,spotify:track:26Q1WhREftU2HYIVjtXI7J,https://api.spotify.com/v1/tracks/26Q1WhREftU2HYIVjtXI7J,https://api.spotify.com/v1/audio-analysis/26Q1WhREftU2HYIVjtXI7J
0.464,0.717,5,-6.886,1,0.0345,0.00397,0.154,0.101,0.258,146.073,265813,4,4,headlights look like diamonds,arcade fire,0iQHsP6xlKApuYgVF761YR,audio_features,0iQHsP6xlKApuYgVF761YR,spotify:track:0iQHsP6xlKApuYgVF761YR,https://api.spotify.com/v1/tracks/0iQHsP6xlKApuYgVF761YR,https://api.spotify.com/v1/audio-analysis/0iQHsP6xlKApuYgVF761YR
0.458,0.924,2,-3.632,1,0.0553,0.000867,0.0365,0.153,0.494,158.067,265000,4,1,toy boy,stuck in the sound,0vTRJ32D1tg11WnXc0CIq9,audio_features,0vTRJ32D1tg11WnXc0CIq9,spotify:track:0vTRJ32D1tg11WnXc0CIq9,https://api.spotify.com/v1/tracks/0vTRJ32D1tg11WnXc0CIq9,https://api.spotify.com/v1/audio-analysis/0vTRJ32D1tg11WnXc0CIq9
0.65,0.508,11,-10.399,1,0.0525,0.522,0.838,0.111,0.546,169.851,149043,4,9,rocko's slippin',hector gachan,35eWoaAl7EVAWsQv3cyWmP,audio_features,35eWoaAl7EVAWsQv3cyWmP,spotify:track:35eWoaAl7EVAWsQv3cyWmP,https://api.spotify.com/v1/tracks/35eWoaAl7EVAWsQv3cyWmP,https://api.spotify.com/v1/audio-analysis/35eWoaAl7EVAWsQv3cyWmP
0.685,0.69,7,-5.869,0,0.0335,0.0141,0.00043,0.109,0.46,121.976,241410,4,8,fever dream,tangerine,5UC0lQMjZAnpUWkXTP5qmb,audio_features,5UC0lQMjZAnpUWkXTP5qmb,spotify:track:5UC0lQMjZAnpUWkXTP5qmb,https://api.spotify.com/v1/tracks/5UC0lQMjZAnpUWkXTP5qmb,https://api.spotify.com/v1/audio-analysis/5UC0lQMjZAnpUWkXTP5qmb
0.362,0.841,6,-9.227,0,0.0408,0.00443,0.769,0.184,0.523,102.175,213925,4,6,deserted dunes welcome weary feet,king gizzard & the lizard wizard,5iJ27E0IOYs9eaFLFJwxR6,audio_features,5iJ27E0IOYs9eaFLFJwxR6,spotify:track:5iJ27E0IOYs9eaFLFJwxR6,https://api.spotify.com/v1/tracks/5iJ27E0IOYs9eaFLFJwxR6,https://api.spotify.com/v1/audio-analysis/5iJ27E0IOYs9eaFLFJwxR6
0.609,0.675,6,-5.254,0,0.119,0.296,1.9e-06,0.0828,0.599,78.979,213105,4,8,ready 2 die,jgrrey,0nmCPc7cZftxBTjgivhTER,audio_features,0nmCPc7cZftxBTjgivhTER,spotify:track:0nmCPc7cZftxBTjgivhTER,https://api.spotify.com/v1/tracks/0nmCPc7cZftxBTjgivhTER,https://api.spotify.com/v1/audio-analysis/0nmCPc7cZftxBTjgivhTER
0.553,0.627,0,-6.187,1,0.0391,0.19,2.36e-05,0.133,0.195,121.045,241782,4,4,lies,sorry,6iXRk2LwKRTBkltYeiYY73,audio_features,6iXRk2LwKRTBkltYeiYY73,spotify:track:6iXRk2LwKRTBkltYeiYY73,https://api.spotify.com/v1/tracks/6iXRk2LwKRTBkltYeiYY73,https://api.spotify.com/v1/audio-analysis/6iXRk2LwKRTBkltYeiYY73
0.752,0.515,9,-6.425,0,0.0377,0.00357,3.25e-05,0.137,0.875,130.017,240400,4,8,andromeda - dram specia,gorillaz,78lbPZSCszfWkt6hQhFYnl,audio_features,78lbPZSCszfWkt6hQhFYnl,spotify:track:78lbPZSCszfWkt6hQhFYnl,https://api.spotify.com/v1/tracks/78lbPZSCszfWkt6hQhFYnl,https://api.spotify.com/v1/audio-analysis/78lbPZSCszfWkt6hQhFYnl
0.752,0.515,9,-6.425,0,0.0377,0.00357,3.25e-05,0.137,0.875,130.017,240400,4,8,andromeda - dram specia,dram,78lbPZSCszfWkt6hQhFYnl,audio_features,78lbPZSCszfWkt6hQhFYnl,spotify:track:78lbPZSCszfWkt6hQhFYnl,https://api.spotify.com/v1/tracks/78lbPZSCszfWkt6hQhFYnl,https://api.spotify.com/v1/audio-analysis/78lbPZSCszfWkt6hQhFYnl
0.545,0.738,7,-6.374,1,0.0534,0.3,0.00224,0.164,0.494,100.046,204637,3,5,siren,stalking gia,6VLTel8dIRU2Jr5qat1TJG,audio_features,6VLTel8dIRU2Jr5qat1TJG,spotify:track:6VLTel8dIRU2Jr5qat1TJG,https://api.spotify.com/v1/tracks/6VLTel8dIRU2Jr5qat1TJG,https://api.spotify.com/v1/audio-analysis/6VLTel8dIRU2Jr5qat1TJG
0.604,0.933,1,-3.034,1,0.214,0.0137,0.0,0.37,0.28,110.029,193155,4,2,boogie,brockhampton,7s5ML7zaUSxb5UsvsqQTSd,audio_features,7s5ML7zaUSxb5UsvsqQTSd,spotify:track:7s5ML7zaUSxb5UsvsqQTSd,https://api.spotify.com/v1/tracks/7s5ML7zaUSxb5UsvsqQTSd,https://api.spotify.com/v1/audio-analysis/7s5ML7zaUSxb5UsvsqQTSd
0.48,0.31,9,-7.887,1,0.0258,0.312,1.47e-05,0.113,0.16,86.149,391829,4,4,night shift,lucy dacus,3ONaqCb780ATQB9j3vSoi2,audio_features,3ONaqCb780ATQB9j3vSoi2,spotify:track:3ONaqCb780ATQB9j3vSoi2,https://api.spotify.com/v1/tracks/3ONaqCb780ATQB9j3vSoi2,https://api.spotify.com/v1/audio-analysis/3ONaqCb780ATQB9j3vSoi2
0.693,0.674,10,-16.999,1,0.0424,0.481,0.959,0.11,0.102,123.992,299120,4,6,under the bridge,heathered pearls,5MZEMnStdCYco7p8Iaeyvr,audio_features,5MZEMnStdCYco7p8Iaeyvr,spotify:track:5MZEMnStdCYco7p8Iaeyvr,https://api.spotify.com/v1/tracks/5MZEMnStdCYco7p8Iaeyvr,https://api.spotify.com/v1/audio-analysis/5MZEMnStdCYco7p8Iaeyvr
0.53,0.632,6,-8.984,1,0.0382,0.00537,0.938,0.089,0.651,166.899,256000,4,6,msq no-extra,black marble,6l5L0XzG9aqE0IDYp07ap1,audio_features,6l5L0XzG9aqE0IDYp07ap1,spotify:track:6l5L0XzG9aqE0IDYp07ap1,https://api.spotify.com/v1/tracks/6l5L0XzG9aqE0IDYp07ap1,https://api.spotify.com/v1/audio-analysis/6l5L0XzG9aqE0IDYp07ap1
0.651,0.695,5,-6.012,1,0.0546,0.139,0.0,0.102,0.474,94.807,170866,4,7,what's the word (feat. nas),joe fox,0pAcTC4s2ZC5E7B62vAbwE,audio_features,0pAcTC4s2ZC5E7B62vAbwE,spotify:track:0pAcTC4s2ZC5E7B62vAbwE,https://api.spotify.com/v1/tracks/0pAcTC4s2ZC5E7B62vAbwE,https://api.spotify.com/v1/audio-analysis/0pAcTC4s2ZC5E7B62vAbwE
0.651,0.695,5,-6.012,1,0.0546,0.139,0.0,0.102,0.474,94.807,170866,4,7,what's the word (feat. nas),nas,0pAcTC4s2ZC5E7B62vAbwE,audio_features,0pAcTC4s2ZC5E7B62vAbwE,spotify:track:0pAcTC4s2ZC5E7B62vAbwE,https://api.spotify.com/v1/tracks/0pAcTC4s2ZC5E7B62vAbwE,https://api.spotify.com/v1/audio-analysis/0pAcTC4s2ZC5E7B62vAbwE
0.768,0.551,1,-13.985,0,0.0587,0.0296,0.831,0.0736,0.17,125.019,499490,4,0,catamaran,stephan bodzin,3E8J2JmkdGiTBldoqJ5yEB,audio_features,3E8J2JmkdGiTBldoqJ5yEB,spotify:track:3E8J2JmkdGiTBldoqJ5yEB,https://api.spotify.com/v1/tracks/3E8J2JmkdGiTBldoqJ5yEB,https://api.spotify.com/v1/audio-analysis/3E8J2JmkdGiTBldoqJ5yEB
0.698,0.542,2,-4.317,1,0.131,0.132,0.00117,0.199,0.664,140.096,165391,4,7,something for your m.i.n.d.,superorganism,47wq2z7KMHDRnoSMdZODUA,audio_features,47wq2z7KMHDRnoSMdZODUA,spotify:track:47wq2z7KMHDRnoSMdZODUA,https://api.spotify.com/v1/tracks/47wq2z7KMHDRnoSMdZODUA,https://api.spotify.com/v1/audio-analysis/47wq2z7KMHDRnoSMdZODUA
0.47,0.774,1,-7.098,1,0.0582,0.0109,9.61e-05,0.158,0.353,124.053,313120,4,4,north circular,real lies,00n6GK1jxXawn5LqyUR5fY,audio_features,00n6GK1jxXawn5LqyUR5fY,spotify:track:00n6GK1jxXawn5LqyUR5fY,https://api.spotify.com/v1/tracks/00n6GK1jxXawn5LqyUR5fY,https://api.spotify.com/v1/audio-analysis/00n6GK1jxXawn5LqyUR5fY
0.807,0.334,4,-8.227,0,0.0542,0.637,0.0403,0.11,0.731,98.01,208707,4,9,count to five,rhye,4tciF5t89UDly954ZqHA7O,audio_features,4tciF5t89UDly954ZqHA7O,spotify:track:4tciF5t89UDly954ZqHA7O,https://api.spotify.com/v1/tracks/4tciF5t89UDly954ZqHA7O,https://api.spotify.com/v1/audio-analysis/4tciF5t89UDly954ZqHA7O
0.476,0.721,2,-6.258,1,0.0338,0.015,0.00892,0.214,0.23,133.902,179707,4,4,beautiful boy (darling boy),feeder,07BBEUIs4KnZuOITSAAA0q,audio_features,07BBEUIs4KnZuOITSAAA0q,spotify:track:07BBEUIs4KnZuOITSAAA0q,https://api.spotify.com/v1/tracks/07BBEUIs4KnZuOITSAAA0q,https://api.spotify.com/v1/audio-analysis/07BBEUIs4KnZuOITSAAA0q
0.6,0.751,7,-6.733,1,0.088,0.0206,0.0141,0.0784,0.365,162.096,297973,4,1,hey trouble,louisahhh,2gInUlwxNsNnKpt0jaKHAO,audio_features,2gInUlwxNsNnKpt0jaKHAO,spotify:track:2gInUlwxNsNnKpt0jaKHAO,https://api.spotify.com/v1/tracks/2gInUlwxNsNnKpt0jaKHAO,https://api.spotify.com/v1/audio-analysis/2gInUlwxNsNnKpt0jaKHAO
0.736,0.697,1,-8.243,1,0.0931,0.000407,0.635,0.0884,0.467,105.995,358049,4,0,different - kasper bjorke's dance remix,turbotito,2staDdEgMaPKixCfwEuoMN,audio_features,2staDdEgMaPKixCfwEuoMN,spotify:track:2staDdEgMaPKixCfwEuoMN,https://api.spotify.com/v1/tracks/2staDdEgMaPKixCfwEuoMN,https://api.spotify.com/v1/audio-analysis/2staDdEgMaPKixCfwEuoMN
0.736,0.697,1,-8.243,1,0.0931,0.000407,0.635,0.0884,0.467,105.995,358049,4,0,different - kasper bjorke's dance remix,baby alpaca,2staDdEgMaPKixCfwEuoMN,audio_features,2staDdEgMaPKixCfwEuoMN,spotify:track:2staDdEgMaPKixCfwEuoMN,https://api.spotify.com/v1/tracks/2staDdEgMaPKixCfwEuoMN,https://api.spotify.com/v1/audio-analysis/2staDdEgMaPKixCfwEuoMN
0.736,0.697,1,-8.243,1,0.0931,0.000407,0.635,0.0884,0.467,105.995,358049,4,0,different - kasper bjorke's dance remix,kasper bjørke,2staDdEgMaPKixCfwEuoMN,audio_features,2staDdEgMaPKixCfwEuoMN,spotify:track:2staDdEgMaPKixCfwEuoMN,https://api.spotify.com/v1/tracks/2staDdEgMaPKixCfwEuoMN,https://api.spotify.com/v1/audio-analysis/2staDdEgMaPKixCfwEuoMN
0.429,0.983,4,-2.921,1,0.0995,0.000215,0.00143,0.132,0.356,134.96,192840,4,1,if you love a woman,dirty pretty things,5N7FFVyV98FFQaWr5u5ctf,audio_features,5N7FFVyV98FFQaWr5u5ctf,spotify:track:5N7FFVyV98FFQaWr5u5ctf,https://api.spotify.com/v1/tracks/5N7FFVyV98FFQaWr5u5ctf,https://api.spotify.com/v1/audio-analysis/5N7FFVyV98FFQaWr5u5ctf
0.7,0.357,6,-8.963,1,0.0371,0.824,0.0001,0.0952,0.248,135.951,256053,4,9,b4 3d,architecture in helsinki,3JwZwXA2YkttPNPANDWJTz,audio_features,3JwZwXA2YkttPNPANDWJTz,spotify:track:3JwZwXA2YkttPNPANDWJTz,https://api.spotify.com/v1/tracks/3JwZwXA2YkttPNPANDWJTz,https://api.spotify.com/v1/audio-analysis/3JwZwXA2YkttPNPANDWJTz
0.483,0.939,2,-1.726,0,0.0884,6.4e-05,0.0,0.365,0.31,129.993,210462,4,1,wolfpack (feat. maskarade),the bloody beetroots,59TyenU5GsKLSLsALDxbIQ,audio_features,59TyenU5GsKLSLsALDxbIQ,spotify:track:59TyenU5GsKLSLsALDxbIQ,https://api.spotify.com/v1/tracks/59TyenU5GsKLSLsALDxbIQ,https://api.spotify.com/v1/audio-analysis/59TyenU5GsKLSLsALDxbIQ
0.483,0.939,2,-1.726,0,0.0884,6.4e-05,0.0,0.365,0.31,129.993,210462,4,1,wolfpack (feat. maskarade),maskarade,59TyenU5GsKLSLsALDxbIQ,audio_features,59TyenU5GsKLSLsALDxbIQ,spotify:track:59TyenU5GsKLSLsALDxbIQ,https://api.spotify.com/v1/tracks/59TyenU5GsKLSLsALDxbIQ,https://api.spotify.com/v1/audio-analysis/59TyenU5GsKLSLsALDxbIQ
0.882,0.494,0,-6.292,0,0.0455,0.322,0.0,0.0866,0.416,111.906,151051,4,8,pop the glock [mirwais pop remix],uffie,45WuDdK1UIYHJiWzdyeo4O,audio_features,45WuDdK1UIYHJiWzdyeo4O,spotify:track:45WuDdK1UIYHJiWzdyeo4O,https://api.spotify.com/v1/tracks/45WuDdK1UIYHJiWzdyeo4O,https://api.spotify.com/v1/audio-analysis/45WuDdK1UIYHJiWzdyeo4O
0.91,0.749,0,-4.892,1,0.0316,0.236,0.0,0.1,0.931,105.506,202703,4,7,better in the morning,little boots,2hSwGjGqrIRq5K76WiLvOa,audio_features,2hSwGjGqrIRq5K76WiLvOa,spotify:track:2hSwGjGqrIRq5K76WiLvOa,https://api.spotify.com/v1/tracks/2hSwGjGqrIRq5K76WiLvOa,https://api.spotify.com/v1/audio-analysis/2hSwGjGqrIRq5K76WiLvOa
0.549,0.317,4,-10.99,0,0.0418,0.77,0.000587,0.112,0.0809,119.896,169493,3,5,the beach,the hundred in the hands,6r04MnJCU6NiRWMRodWSiu,audio_features,6r04MnJCU6NiRWMRodWSiu,spotify:track:6r04MnJCU6NiRWMRodWSiu,https://api.spotify.com/v1/tracks/6r04MnJCU6NiRWMRodWSiu,https://api.spotify.com/v1/audio-analysis/6r04MnJCU6NiRWMRodWSiu
0.207,0.687,6,-4.188,0,0.0713,0.00112,5.88e-06,0.124,0.751,161.413,164454,4,1,peace & quiet,the rifles,4hdavmdNmBx6MuwWajpFTh,audio_features,4hdavmdNmBx6MuwWajpFTh,spotify:track:4hdavmdNmBx6MuwWajpFTh,https://api.spotify.com/v1/tracks/4hdavmdNmBx6MuwWajpFTh,https://api.spotify.com/v1/audio-analysis/4hdavmdNmBx6MuwWajpFTh
0.232,0.801,0,-8.221,1,0.105,0.000129,0.413,0.186,0.432,144.985,195307,4,1,time mismanagement,bang! bang! eche!,4vlOIVlO506aHioDAsGNPC,audio_features,4vlOIVlO506aHioDAsGNPC,spotify:track:4vlOIVlO506aHioDAsGNPC,https://api.spotify.com/v1/tracks/4vlOIVlO506aHioDAsGNPC,https://api.spotify.com/v1/audio-analysis/4vlOIVlO506aHioDAsGNPC
0.664,0.947,3,-6.173,1,0.0341,0.0022,1.21e-05,0.0848,0.446,128.015,193120,4,7,hello,dragonette,3208O3pYhAFDbND69lcafs,audio_features,3208O3pYhAFDbND69lcafs,spotify:track:3208O3pYhAFDbND69lcafs,https://api.spotify.com/v1/tracks/3208O3pYhAFDbND69lcafs,https://api.spotify.com/v1/audio-analysis/3208O3pYhAFDbND69lcafs
0.664,0.947,3,-6.173,1,0.0341,0.0022,1.21e-05,0.0848,0.446,128.015,193120,4,7,hello,martin solveig,3208O3pYhAFDbND69lcafs,audio_features,3208O3pYhAFDbND69lcafs,spotify:track:3208O3pYhAFDbND69lcafs,https://api.spotify.com/v1/tracks/3208O3pYhAFDbND69lcafs,https://api.spotify.com/v1/audio-analysis/3208O3pYhAFDbND69lcafs
0.299,0.846,0,-6.826,0,0.0553,3.71e-05,0.00788,0.596,0.584,164.826,185053,4,3,lust in the movies,the long blondes,2P7gh89tneNlSYXJsjusKi,audio_features,2P7gh89tneNlSYXJsjusKi,spotify:track:2P7gh89tneNlSYXJsjusKi,https://api.spotify.com/v1/tracks/2P7gh89tneNlSYXJsjusKi,https://api.spotify.com/v1/audio-analysis/2P7gh89tneNlSYXJsjusKi
0.602,0.872,4,-5.023,0,0.102,0.0696,0.0178,0.0484,0.475,118.026,233230,4,8,i look to you (feat. kimbra),miami horror,3gbHGPcyp2j8MgfmcLt8KP,audio_features,3gbHGPcyp2j8MgfmcLt8KP,spotify:track:3gbHGPcyp2j8MgfmcLt8KP,https://api.spotify.com/v1/tracks/3gbHGPcyp2j8MgfmcLt8KP,https://api.spotify.com/v1/audio-analysis/3gbHGPcyp2j8MgfmcLt8KP
0.602,0.872,4,-5.023,0,0.102,0.0696,0.0178,0.0484,0.475,118.026,233230,4,8,i look to you (feat. kimbra),kimbra,3gbHGPcyp2j8MgfmcLt8KP,audio_features,3gbHGPcyp2j8MgfmcLt8KP,spotify:track:3gbHGPcyp2j8MgfmcLt8KP,https://api.spotify.com/v1/tracks/3gbHGPcyp2j8MgfmcLt8KP,https://api.spotify.com/v1/audio-analysis/3gbHGPcyp2j8MgfmcLt8KP
